City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,muroto-misakicho,33.2833,134.15,26.53,81,2,1.03,JP,1694971878
277,vadso,70.0744,29.7487,6.49,93,75,3.6,NO,1694972119
278,benguela,-12.5763,13.4055,21.45,92,74,2.18,AO,1694972119
279,labuan,5.2767,115.2417,25.2,88,40,5.66,MY,1694972119
280,knyaze-volkonskoye,48.4642,135.4567,10.19,87,51,1.36,RU,1694972119
281,bamboo flat,11.7,92.7167,26.05,89,100,3.6,IN,1694971879
282,mokshan,53.4365,44.6132,13.23,75,59,2.9,RU,1694972119
283,fale old settlement,-9.3852,-171.2468,28.32,79,84,7.24,TK,1694972120
284,ardestan,33.3761,52.3694,25.71,25,0,3.86,IR,1694972120
285,chunskiy,56.0815,99.6342,8.3,80,31,0.4,RU,1694972120
286,acapulco de juarez,16.8634,-99.8901,28.9,70,100,1.54,MX,1694971880
287,adrar,20.5022,-10.0711,37.59,23,76,1.02,MR,1694971880
288,pukchil-lodongjagu,40.2019,125.7483,17.77,97,64,0.45,KP,1694972120
289,aral,40.5156,81.2636,21.2,26,5,4.18,CN,1694972120
290,nar'yan-mar,67.6713,53.087,4.56,81,25,3.43,RU,1694972120
291,hulan,45.9833,126.6,19.06,97,86,3.07,CN,1694972121
292,zhigalovo,54.8097,105.1578,12.14,81,78,1.33,RU,1694972121
293,bahraigh,27.5833,81.6,27.38,84,100,1.6,IN,1694972121
294,fort bragg,35.139,-79.006,25.75,69,100,3.09,US,1694972121
295,toliara,-23.35,43.6667,22.86,88,1,4.05,MG,1694971881
296,tweed heads,-28.1817,153.547,17.02,83,40,3.09,AU,1694972121
297,xilin hot,43.9667,116.0333,11.6,82,65,2.69,CN,1694972121
298,el galpon,-25.3807,-64.6526,35.64,22,0,3.77,AR,1694972122
299,sault ste. marie,46.5168,-84.3333,16.16,76,100,5.66,CA,1694972122
300,pangoa,-12.1167,-73.0,32.19,43,58,1.23,PE,1694971882
301,aykhal,66.0,111.5,-5.18,98,65,2.34,RU,1694972122
302,zawiercie,50.4877,19.4168,21.22,85,95,1.25,PL,1694972265
303,ocean shores,46.9737,-124.1563,18.54,85,40,3.09,US,1694972122
304,margate,51.3813,1.3862,21.06,86,95,1.34,GB,1694972122
305,khandyga,62.6667,135.6,1.86,97,100,2.09,RU,1694972123
306,al qusayr,34.5091,36.5798,23.04,51,0,1.56,SY,1694972123
307,bozeman,45.6796,-111.0386,24.68,35,0,0.45,US,1694972123
308,tsiombe,-25.3,45.4833,21.61,87,0,2.44,MG,1694971883
309,progreso,21.2833,-89.6667,34.06,75,0,3.94,MX,1694972123
310,itaituba,-4.2761,-55.9836,35.09,49,40,2.02,BR,1694972123
311,tazacorte,28.629,-17.9293,24.54,74,75,5.14,ES,1694972123
312,downpatrick,54.3263,-5.7035,15.72,90,97,3.16,GB,1694972124
313,champerico,14.3,-91.9167,33.3,57,32,4.39,GT,1694972124
314,san martin de los andes,-40.1604,-71.3486,4.25,73,95,1.79,AR,1694972124
315,kerikeri,-35.2268,173.9474,11.06,91,7,0.45,NZ,1694972124
316,ulanhot,46.0833,122.0833,14.07,93,100,1.25,CN,1694972124
317,portland,45.5234,-122.6762,20.23,64,75,2.06,US,1694972124
318,port saint john's,-31.6229,29.5448,14.74,66,12,0.94,ZA,1694972125
319,taruma,-22.7467,-50.5772,36.9,19,0,2.63,BR,1694972125
320,alaghsas,17.0187,8.0168,37.94,28,40,2.57,NE,1694972125
321,kashmar,35.2383,58.4656,25.98,18,0,2.06,IR,1694971845
322,tabora,-5.0167,32.8,28.78,25,99,1.26,TZ,1694972125
323,taoudenni,22.6783,-3.9836,42.16,13,22,5.99,ML,1694972125
324,bandarbeyla,9.4942,50.8122,25.72,79,38,12.45,SO,1694972125
325,ain taya,36.7933,3.2869,26.91,65,75,2.06,DZ,1694971885
326,la passe,45.5549,-0.8967,22.13,88,100,1.13,FR,1694972126
327,floro,61.5996,5.0328,15.04,71,0,0.0,NO,1694972126
328,thunder bay,48.4001,-89.3168,13.99,72,100,4.12,CA,1694972126
329,nagqu,31.5,92.0,2.65,97,96,2.52,CN,1694971886
330,zouerate,22.7187,-12.4521,36.32,27,54,1.31,MR,1694971886
331,jwaneng,-24.6004,24.7303,18.99,12,0,2.97,BW,1694972126
332,sambalpur,21.45,83.9667,25.55,89,99,1.68,IN,1694972126
333,alesund,62.4723,6.1549,12.83,73,0,4.12,NO,1694972094
334,kovalam,8.3667,76.9967,28.05,78,75,0.0,IN,1694972127
335,lishu,43.3047,124.3278,17.13,88,83,4.03,CN,1694972127
336,gambiran satu,-8.3939,114.1464,21.04,97,61,0.63,ID,1694972127
337,callao,-12.0667,-77.15,22.16,64,40,4.63,PE,1694971857
338,jiayuguan,39.8167,98.3,12.94,35,69,2.98,CN,1694972127
339,punta cana,18.5818,-68.4043,31.87,62,20,5.14,DO,1694972127
340,ambon,-3.6954,128.1814,26.04,17,40,2.06,ID,1694972128
341,jumla,29.2747,82.1838,16.19,92,100,1.27,NP,1694972128
342,albertina,-22.2008,-46.6158,32.17,23,13,0.84,BR,1694972128
343,pisco,-13.7,-76.2167,21.03,68,0,5.66,PE,1694971888
344,dudinka,69.4058,86.1778,4.79,76,100,4.17,RU,1694972128
345,lakatoro,-16.0999,167.4164,22.79,88,22,2.88,VU,1694972128
346,new norfolk,-42.7826,147.0587,9.4,89,54,1.93,AU,1694972129
347,south venice,27.0531,-82.4243,33.92,75,20,4.63,US,1694972129
348,tura,25.5198,90.2201,24.69,87,38,1.39,IN,1694972129
349,utrik,11.2278,169.8474,28.74,80,100,9.13,MH,1694972129
350,solnechnyy,50.7214,136.6319,8.87,85,74,1.03,RU,1694971881
351,sumter,28.7086,-82.0831,32.83,69,21,3.7,US,1694971889
352,siverek,37.755,39.3167,25.91,20,0,1.97,TR,1694971954
353,prado,-17.3411,-39.2208,25.92,65,15,4.05,BR,1694972129
354,ta`u,-14.2336,-169.5144,26.62,83,86,8.68,AS,1694972130
355,magdagachi,53.45,125.8,7.81,99,100,1.23,RU,1694972130
356,fort mcmurray,56.7268,-111.381,18.73,48,0,5.14,CA,1694971983
357,sao vicente,-23.9631,-46.3919,37.1,69,0,1.54,BR,1694971888
358,blair,41.5444,-96.125,22.9,54,0,2.57,US,1694972130
359,nahiyat ash shinafiyah,31.5874,44.6602,34.4,14,0,3.9,IQ,1694972130
360,north bend,43.4065,-124.2243,17.31,100,40,0.0,US,1694971891
361,port lincoln,-34.7333,135.8667,14.15,83,97,4.62,AU,1694972131
362,mao,39.8885,4.2658,28.31,78,0,2.06,ES,1694972131
363,ceerigaabo,10.6162,47.368,24.39,43,94,1.74,SO,1694972131
364,sinabang,2.4803,96.3801,25.5,86,100,0.98,ID,1694972131
365,stavrovo,56.1331,40.013,10.88,66,66,3.36,RU,1694972131
366,el calafate,-50.3408,-72.2768,1.34,54,2,1.13,AR,1694972131
367,aldinga beach,-35.2793,138.4604,17.04,81,69,5.93,AU,1694972131
368,esmeraldas,-19.7625,-44.3139,31.58,21,5,3.59,BR,1694971803
369,trenggalek,-8.05,111.7167,22.13,95,54,0.54,ID,1694972132
370,kolonia town,6.964,158.206,25.0,94,100,0.0,FM,1694971892
371,emerald,-23.5333,148.1667,14.08,70,0,2.3,AU,1694972132
372,bentiu,9.2333,29.8333,24.88,79,16,1.23,SS,1694972132
373,yarega,63.4354,53.5765,9.14,95,100,1.77,RU,1694972132
374,minas de marcona,-15.2119,-75.1103,19.68,59,71,4.75,PE,1694972132
375,ambato boeny,-16.4667,46.7167,23.55,67,6,2.63,MG,1694971910
376,tolanaro,-25.0319,46.9987,25.04,65,0,4.12,MG,1694972133
377,san juan de miraflores,-12.1629,-76.9635,21.29,76,95,4.44,PE,1694972133
378,rouissat,31.9243,5.3502,40.04,14,0,4.12,DZ,1694972133
379,arraial do cabo,-22.9661,-42.0278,29.98,61,0,8.75,BR,1694972133
380,debre werk',10.6667,38.1667,13.83,82,82,1.62,ET,1694972133
381,kilindoni,-7.9139,39.6668,25.11,75,19,6.78,TZ,1694971841
382,sao gabriel da cachoeira,-0.1303,-67.0892,29.89,74,40,2.06,BR,1694972133
383,changleng,28.7,115.8167,25.09,87,29,0.61,CN,1694972134
384,duong dong,10.2167,103.9667,27.0,94,40,0.0,VN,1694972134
385,klyuchi,52.2667,79.1667,14.05,72,40,1.66,RU,1694972134
386,adre,13.4667,22.2,30.0,24,79,2.98,TD,1694972134
387,louga,58.7372,29.8453,11.73,90,96,2.83,RU,1694972134
388,san rafael,-34.6177,-68.3301,14.52,28,6,6.62,AR,1694972134
389,choibalsan,48.0667,114.5,6.44,87,96,2.28,MN,1694972134
390,kununurra,-15.7667,128.7333,15.99,77,42,0.51,AU,1694972135
391,petrozavodsk,61.7849,34.3469,10.7,87,100,5.0,RU,1694971877
392,pesqueira,-8.3578,-36.6964,27.38,52,19,7.75,BR,1694971896
393,touros,-5.1989,-35.4608,26.22,78,9,10.96,BR,1694972135
394,whitby,54.4877,-0.615,16.7,89,98,4.35,GB,1694972100
395,the bottom,17.6259,-63.2492,30.07,74,100,4.2,BQ,1694972135
396,maragogi,-9.0122,-35.2225,26.57,69,16,5.45,BR,1694971896
397,vuktyl,63.8567,57.3094,8.06,94,100,1.26,RU,1694972135
398,tripoli,32.8752,13.1875,26.24,72,0,9.16,LY,1694972158
399,vilyuchinsk,52.9306,158.4028,9.15,86,38,3.9,RU,1694972136
400,dryden,49.7833,-92.7503,14.16,62,20,2.57,CA,1694972136
401,kone,-21.0595,164.8658,18.39,92,10,2.08,NC,1694972136
402,plasencia,40.0312,-6.0885,20.17,76,98,3.73,ES,1694972136
403,taksimo,56.3444,114.8794,8.1,80,21,1.81,RU,1694971898
404,kidal,18.4411,1.4078,38.6,18,48,4.06,ML,1694972137
405,santana,-0.0583,-51.1817,34.1,52,40,5.66,BR,1694972137
406,yujing,23.1249,120.4614,29.81,71,4,0.87,TW,1694972137
407,santa ana de yacuma,-13.75,-65.4333,36.97,36,20,7.72,BO,1694972137
408,archangelos,36.2149,28.1149,25.99,74,54,3.78,GR,1694972137
409,kailua-kona,19.6406,-155.9956,24.57,81,20,2.06,US,1694972137
410,tambura,5.6,27.4667,21.87,87,63,2.67,SS,1694972138
411,bereeda,11.8704,51.0579,30.95,67,100,0.61,SO,1694972138
412,khadan khak,30.7477,67.7085,21.12,24,4,0.67,PK,1694972138
413,amealco,20.1833,-100.15,19.04,47,91,3.76,MX,1694972138
414,ulladulla,-35.35,150.4667,14.04,50,0,2.44,AU,1694972138
415,adel,31.1371,-83.4235,30.92,74,82,0.45,US,1694971985
416,bosaso,11.2842,49.1816,31.9,69,20,1.58,SO,1694972138
417,caernarfon,53.1413,-4.2702,19.23,29,100,2.68,GB,1694971899
418,jalpan,21.2333,-99.4833,30.13,43,41,2.14,MX,1694972123
419,beloyarskiy,63.7119,66.6722,8.89,81,100,4.02,RU,1694972139
420,agbabu,6.5886,4.8343,24.59,92,98,2.26,NG,1694972139
421,happy valley-goose bay,53.3168,-60.3315,12.17,87,100,9.26,CA,1694972139
422,kourou,5.1552,-52.6478,34.03,54,74,5.63,GF,1694972139
423,mkushi,-13.6202,29.3939,24.08,23,1,2.43,ZM,1694971900
424,marathon,44.9,-89.7668,20.58,62,20,4.12,US,1694971901
425,broome,42.2506,-75.833,17.6,82,0,1.34,US,1694972140
426,bihac,44.8169,15.8708,20.38,74,53,1.66,BA,1694972140
427,qarauyl,48.9451,79.255,11.33,80,35,2.53,KZ,1694972140
428,mogadishu,2.0371,45.3438,24.84,82,98,6.87,SO,1694972140
429,talara,-4.5772,-81.2719,27.42,61,0,8.47,PE,1694972140
430,sotik post,-0.7813,35.3416,15.54,93,96,0.61,KE,1694972140
431,bandundu,-3.3167,17.3667,24.92,85,90,2.1,CD,1694972141
432,corowa,-36.0333,146.3833,12.54,66,6,4.26,AU,1694972141
433,moravsky krumlov,49.0489,16.3117,23.71,72,0,3.09,CZ,1694972141
434,hirara,24.8,125.2833,26.92,94,75,2.57,JP,1694972141
435,jackson,42.4165,-122.8345,29.1,42,0,0.0,US,1694972141
436,chinchilla,-26.75,150.6333,12.24,90,0,4.04,AU,1694972141
437,savannakhet,16.566,104.751,23.78,94,100,1.92,LA,1694972142
438,gobabis,-22.45,18.9667,21.43,13,0,5.69,NA,1694972142
439,hemsby,52.6971,1.6918,18.56,89,99,4.12,GB,1694972142
440,ancud,-41.8697,-73.8203,7.69,63,45,2.52,CL,1694972142
441,meadow lake,34.8014,-106.5436,25.17,53,96,0.89,US,1694972142
442,tbeng meanchey,13.8167,104.9667,24.14,97,100,0.28,KH,1694972142
443,stephenville,32.2207,-98.2023,29.44,41,0,5.14,US,1694972142
444,san luis,-33.295,-66.3356,18.39,24,37,11.05,AR,1694971918
445,mil'kovo,55.6078,37.7956,13.52,64,67,3.15,RU,1694972143
446,ola,59.5833,151.2833,6.19,77,26,3.87,RU,1694972143
447,masterton,-40.9597,175.6575,12.16,81,61,6.45,NZ,1694972143
448,suva,-18.1416,178.4415,22.71,100,40,1.54,FJ,1694972143
449,izluchinsk,60.9794,76.9242,14.44,74,87,3.1,RU,1694972143
450,ar rass,25.8694,43.4973,35.44,12,100,4.07,SA,1694972144
451,cova figueira,14.8905,-24.2934,23.07,75,9,4.73,CV,1694971904
452,gamawa,12.1343,10.5396,25.35,76,21,11.32,NG,1694972144
453,saudarkrokur,65.7461,-19.6394,8.54,79,97,3.22,IS,1694972144
454,wolgast,54.05,13.7667,19.01,100,99,8.46,DE,1694972079
455,san pedro,14.35,121.0167,25.75,95,20,1.54,PH,1694972144
456,bonthe,7.5264,-12.505,26.96,79,99,4.31,SL,1694972144
457,brisas de zicatela,15.8369,-97.0419,31.29,51,0,1.54,MX,1694971905
458,talnakh,69.4865,88.3972,4.56,75,100,4.74,RU,1694972002
459,ozerne,50.1782,28.7338,16.67,45,0,3.46,UA,1694972145
460,usinsk,65.9939,57.5281,5.8,68,93,0.14,RU,1694972114
461,baillif,16.0202,-61.7463,29.8,68,66,2.98,GP,1694972145
462,dzhalagash,45.0833,64.6667,19.15,30,94,4.04,KZ,1694972145
463,mount isa,-20.7333,139.5,12.87,47,0,2.57,AU,1694972145
464,astravyets,54.6138,25.9554,17.14,71,28,1.95,BY,1694972145
465,prien,30.1819,-93.2738,32.79,38,0,3.09,US,1694972146
466,kavaratti,10.5669,72.642,27.59,81,64,4.16,IN,1694971907
467,calbuco,-41.768,-73.1273,8.56,80,67,0.46,CL,1694972146
468,nova vicosa,-17.8919,-39.3719,26.31,63,21,4.91,BR,1694972146
469,zeya,53.75,127.2667,9.54,97,100,1.67,RU,1694971907
470,hingoli,19.7167,77.15,23.27,84,68,2.34,IN,1694972146
471,hami,42.8,93.45,18.47,24,98,3.36,CN,1694971907
472,ulety,51.3572,112.4849,6.87,93,84,0.42,RU,1694972147
473,cruzeiro do sul,-29.5128,-51.9853,35.83,49,0,1.83,BR,1694972147
474,kamyshlov,56.8428,62.7111,15.74,65,100,1.07,RU,1694971979
475,dehloran,32.6941,47.2679,33.3,9,0,4.09,IR,1694972147
476,ghoti budrukh,19.7167,73.6333,21.2,99,100,3.41,IN,1694972147
477,pasuquin,18.3328,120.6177,26.4,84,97,2.2,PH,1694972147
478,kapa'a,22.0752,-159.319,26.18,76,40,6.69,US,1694972147
479,poxoreo,-15.8372,-54.3892,35.11,20,49,3.82,BR,1694972148
480,claveria,18.6074,121.0832,26.52,88,67,3.71,PH,1694972148
481,aligudarz,33.4006,49.6949,19.2,30,0,1.72,IR,1694971892
482,yayva,59.3303,57.2641,9.54,94,80,0.83,RU,1694971909
483,fauske,67.2588,15.3918,9.02,86,100,2.08,NO,1694972148
484,forster,-32.1667,152.5167,16.15,51,0,2.18,AU,1694971909
485,tanjungagung,-3.9333,103.8,24.76,79,79,1.48,ID,1694972148
486,mercedes,-34.6515,-59.4307,17.02,68,100,7.5,AR,1694972148
487,san jose del guaviare,2.5729,-72.6459,30.63,60,94,1.32,CO,1694972149
488,hamilton,39.1834,-84.5333,25.33,56,0,2.57,US,1694971882
489,lazaro cardenas,17.9583,-102.2,29.07,69,98,1.85,MX,1694972149
490,valparaiso,-33.0393,-71.6273,17.22,58,75,5.66,CL,1694972149
491,ghadamis,30.1337,9.5007,32.73,15,0,3.92,LY,1694972149
492,ivdel',60.6911,60.4206,9.36,87,84,1.72,RU,1694972149
493,nabire,-3.3667,135.4833,24.9,88,100,1.62,ID,1694972149
494,tongouson,5.0214,120.1328,25.51,85,94,0.72,PH,1694972150
495,jora,26.3333,77.8167,24.93,83,86,3.12,IN,1694972150
496,bechar,31.6167,-2.2167,25.18,53,75,4.63,DZ,1694972150
497,gongzhuling,43.5008,124.8198,17.89,71,71,4.56,CN,1694971911
498,alofi,-19.0595,-169.9187,22.94,83,73,6.17,NU,1694972150
499,rabaul,-4.1967,152.1721,25.26,74,46,7.59,PG,1694972150
500,nuku'alofa,-21.1333,-175.2,23.19,83,75,5.14,TO,1694972150
501,san matias,-16.3667,-58.4,42.12,15,8,4.24,BO,1694972150
502,queensbury,53.7667,-1.9167,17.64,86,100,5.45,GB,1694971857
503,omsk,55.0,73.4,11.94,82,40,0.0,RU,1694971516
504,pahasu,28.1833,78.05,26.52,85,88,2.54,IN,1694972151
505,metlili chaamba,32.2667,3.6333,36.52,13,0,6.69,DZ,1694972151
506,geraldton,-28.7667,114.6,10.23,87,0,4.12,AU,1694972151
507,pangody,65.85,74.4859,10.85,91,92,2.63,RU,1694972151
508,tokar,18.4254,37.729,32.22,45,5,2.18,SD,1694972152
509,toamasina,-18.1667,49.3833,21.0,94,40,0.51,MG,1694972152
510,trappenkamp,54.05,10.25,22.75,79,100,4.81,DE,1694972152
511,anloga,5.7947,0.8973,25.04,83,100,4.21,GH,1694972152
512,scinawa,51.4163,16.4251,23.45,52,48,1.94,PL,1694972152
513,abeche,13.8292,20.8324,31.47,33,7,0.47,TD,1694972152
514,cherdyn',60.403,56.4787,8.43,88,96,1.45,RU,1694972152
515,antonio enes,-16.2325,39.9086,24.02,77,3,3.45,MZ,1694972153
516,hadsund,56.7148,10.1168,18.64,85,70,4.34,DK,1694972153
517,luwingu,-10.2621,29.9271,23.61,20,61,1.81,ZM,1694972153
518,gaigeturi,33.4644,126.3183,23.03,88,20,1.03,KR,1694971914
519,mungaa,-4.9667,34.8833,24.65,32,100,1.91,TZ,1694971915
520,alghero,40.5589,8.3181,30.05,54,20,4.63,IT,1694972153
521,thabazimbi,-24.5917,27.4116,19.56,12,8,2.37,ZA,1694972153
522,da nang,16.0678,108.2208,25.99,94,40,0.51,VN,1694972154
523,ayr,55.4627,-4.6339,14.99,94,75,3.09,GB,1694972154
524,port macquarie,-31.4333,152.9167,15.25,63,0,2.97,AU,1694971915
525,loiza,18.4313,-65.8802,34.89,69,40,6.17,PR,1694972154
526,ulsteinvik,62.3432,5.8487,12.82,76,71,1.34,NO,1694972145
527,gebeit,21.0667,36.3167,33.23,23,64,3.14,SD,1694972154
528,ovalle,-30.5983,-71.2003,22.53,39,91,3.21,CL,1694971916
529,san clemente del tuyu,-36.3569,-56.7235,12.77,78,100,7.44,AR,1694972155
530,tabriz,38.08,46.2919,20.7,40,20,4.12,IR,1694972155
531,muisne,0.6,-80.0333,26.53,77,95,4.73,EC,1694971916
532,okhotsk,59.3833,143.3,5.11,66,4,6.47,RU,1694972155
533,bahar,34.9072,48.4414,22.09,30,0,1.03,IR,1694972155
534,sundumbili,-29.1337,31.3975,15.9,79,100,1.02,ZA,1694971917
535,orting,47.0979,-122.2043,18.21,69,40,3.09,US,1694972155
536,torres,-29.3353,-49.7269,35.48,52,0,3.54,BR,1694972156
537,havre,49.5833,0.3333,21.3,83,0,2.06,FR,1694972156
538,yutan,28.25,112.55,25.63,77,23,2.28,CN,1694972156
539,lavaltrie,45.8834,-73.2824,25.29,49,80,1.54,CA,1694972156
540,serowe,-22.3833,26.7167,23.66,24,0,4.2,BW,1694972156
541,akrehamn,59.2667,5.1833,15.0,67,0,1.54,NO,1694972156
542,san luis de la loma,17.2706,-100.8939,31.09,60,99,2.28,MX,1694972157
543,tacarigua,10.0862,-67.9198,34.02,52,97,1.54,VE,1694972157
544,juankoski,63.0667,28.35,10.14,93,98,4.95,FI,1694972157
545,kenai,60.5544,-151.2583,9.05,100,100,1.54,US,1694972157
546,iwaki,37.05,140.8833,25.98,98,9,0.45,JP,1694972157
547,richards bay,-28.783,32.0377,16.3,76,100,1.07,ZA,1694972157
548,isabela,6.7085,121.9711,27.45,78,99,3.94,PH,1694972158
549,kirakira,-10.4544,161.9205,27.51,78,100,8.25,SB,1694972158
550,ginir,7.1333,40.7,18.88,57,67,4.1,ET,1694972158
551,shihezi,44.3,86.0333,16.93,46,42,2.12,CN,1694971979
552,bohicon,7.1783,2.0667,24.59,91,97,2.13,BJ,1694972158
553,vapnyarka,48.5348,28.7436,15.49,76,0,2.96,UA,1694971922
554,gasa,31.5,34.4667,26.94,62,0,3.24,PS,1694972158
555,howrah,22.5892,88.3103,31.0,84,40,2.06,IN,1694972159
556,mana,5.6592,-53.7767,30.22,65,76,6.16,GF,1694972159
